text,direction,pred_direction,pred_direction_cn,confidence,prob_left,prob_right,prob_bidirectional,route_final,p_nonleft
虽然他因为淋雨感冒了，但他并不后悔,bidirectional,bidirectional,双向因果(A↔B),1.0,4e-07,8.5e-06,1.0,bidir,1.0
他之所以没通过面试，不是因为技术不过关，而是因为沟通能力差,bidirectional,bidirectional,双向因果(A↔B),1.0,3.34e-06,2.813e-05,1.0,bidir,1.0
这家餐厅之所以火爆，一方面因为味道好，另一方面因为价格实惠,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,1e-07,1.0,bidir,1.0
他之所以疲惫，不仅因为工作量大，更因为精神压力大,bidirectional,bidirectional,双向因果(A↔B),1.0,2.86e-06,2.235e-05,1.0,bidir,1.0
虽然他因为数据错误被领导批评了，但他没有气馁,bidirectional,bidirectional,双向因果(A↔B),1.0,2.91e-05,0.0001398,1.0,bidir,1.0
他之所以不吃辣，不是因为不能吃，而是因为肠胃不好,bidirectional,bidirectional,双向因果(A↔B),1.0,2.51e-05,0.0001342,1.0,bidir,1.0
这个系统之所以稳定，一方面因为架构设计合理，另一方面因为测试充分,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,6e-08,1.0,bidir,1.0
他之所以学画画，既因为喜欢艺术，也因为想陶冶情操,bidirectional,bidirectional,双向因果(A↔B),0.9995,8.714e-05,0.0004709,0.9995,bidir,1.0
虽然他因为经验不足走了弯路，但学到了很多东西,bidirectional,bidirectional,双向因果(A↔B),0.998,0.0007215,0.00118,0.998,bidir,0.9990234375
他之所以不同意，不是因为方案不好，而是因为风险太高,bidirectional,bidirectional,双向因果(A↔B),1.0,1.92e-05,0.0001334,1.0,bidir,1.0
这个品牌之所以能长盛不衰，一方面因为质量过硬，另一方面因为不断创新,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他之所以沉默，一方面因为无话可说，另一方面因为不想争吵,bidirectional,bidirectional,双向因果(A↔B),1.0,6e-08,1.43e-06,1.0,bidir,1.0
虽然他因为这个失误损失惨重，但他决定东山再起,bidirectional,bidirectional,双向因果(A↔B),0.993,0.002666,0.00417,0.993,bidir,0.99755859375
他之所以被误解，不是因为他没解释，而是因为对方根本不听,bidirectional,bidirectional,双向因果(A↔B),0.777,0.0904,0.1329,0.777,bidir,0.90966796875
这个国家之所以发达，一方面因为科技进步，另一方面因为教育普及,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他之所以能坚持下来，不仅因为毅力，更因为有家人的支持,bidirectional,bidirectional,双向因果(A↔B),1.0,5.07e-06,3.415e-05,1.0,bidir,1.0
虽然他因为家事分心，但工作上没出岔子,bidirectional,bidirectional,双向因果(A↔B),0.9976,0.001019,0.001431,0.9976,bidir,0.9990234375
他之所以生气，不是因为你做错了，而是因为你撒谎了,bidirectional,bidirectional,双向因果(A↔B),0.9883,0.003815,0.00813,0.9883,bidir,0.99658203125
这个软件之所以受欢迎，一方面因为功能强大，另一方面因为完全免费,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,6e-08,1.0,bidir,1.0
他之所以这么做，既有客观原因，也有主观原因,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
虽然他因为这个角色一举成名，但他保持了谦逊,bidirectional,bidirectional,双向因果(A↔B),0.9995,0.0001354,0.00041,0.9995,bidir,1.0
他之所以没来，不是因为忘了，而是因为临时有急事,bidirectional,bidirectional,双向因果(A↔B),0.999,0.0001967,0.000566,0.999,bidir,0.99951171875
这个地区之所以贫困，一方面因为交通不便，另一方面因为资源匮乏,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,6e-08,1.0,bidir,1.0
他之所以被大家信任，不仅因为他从不说谎，更因为他办事牢靠,bidirectional,bidirectional,双向因果(A↔B),0.7197,0.1142,0.166,0.7197,bidir,0.8857421875
虽然他因为忙碌疏远了朋友，但他心里很珍惜这份友谊,bidirectional,bidirectional,双向因果(A↔B),0.9956,0.001572,0.002796,0.9956,bidir,0.99853515625
他之所以反对，不是因为针对个人，而是因为觉得时机不成熟,bidirectional,bidirectional,双向因果(A↔B),0.998,0.0004408,0.0015545,0.998,bidir,0.99951171875
这个APP之所以耗电快，一方面因为后台活动频繁，另一方面因为屏幕亮度高,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,4e-07,1.0,bidir,1.0
他之所以选择创业，既为了实现理想，也为了财务自由,bidirectional,bidirectional,双向因果(A↔B),0.7065,0.01808,0.2751,0.7065,bidir,0.9814453125
虽然他因为观念不同和父母争吵，但他依然很爱他们,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,1.2e-06,1.0,bidir,1.0
他之所以没买，不是因为不喜欢，而是因为价格超出了预算,bidirectional,bidirectional,双向因果(A↔B),0.9995,0.000143,0.0004458,0.9995,bidir,1.0
这个生态系统之所以能恢复，一方面因为污染减少了，另一方面因为保护措施得当,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,2e-07,1.0,bidir,1.0
他之所以能快速恢复，不仅因为医疗水平高，更因为他年轻底子好,bidirectional,bidirectional,双向因果(A↔B),0.973,0.011406,0.01554,0.973,bidir,0.98876953125
虽然他因为紧张发挥失常，但评委还是看到了他的潜力,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,2e-07,1.0,bidir,1.0
他之所以不回复，不是因为没看到，而是因为不知道该说什么,bidirectional,bidirectional,双向因果(A↔B),0.9883,0.004585,0.007103,0.9883,bidir,0.99560546875
这个城市之所以拥堵，一方面因为车辆保有量大，另一方面因为道路规划不合理,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他之所以受人尊敬，既因为他的学识，也因为他的品德,bidirectional,bidirectional,双向因果(A↔B),0.968,0.005302,0.0268,0.968,bidir,0.99462890625
虽然他因为这次失败备受打击，但他没有放弃希望,bidirectional,bidirectional,双向因果(A↔B),1.0,7.9e-06,5.69e-05,1.0,bidir,1.0
他之所以被录取，不是因为笔试成绩最高，而是因为面试表现最好,bidirectional,bidirectional,双向因果(A↔B),0.9956,0.001512,0.002813,0.9956,bidir,0.99853515625
这个物种之所以濒临灭绝，一方面因为栖息地被破坏，另一方面因为人类的捕杀,bidirectional,bidirectional,双向因果(A↔B),0.99,0.004173,0.005642,0.99,bidir,0.99609375
他之所以感到幸福，不仅因为物质富足，更因为精神充实,bidirectional,bidirectional,双向因果(A↔B),1.0,2.54e-05,0.0001031,1.0,bidir,1.0
虽然他因为工作繁忙无法休假，但他安排家人出去旅游了,bidirectional,bidirectional,双向因果(A↔B),0.996,0.001383,0.002398,0.996,bidir,0.99853515625
他之所以保持中立，不是因为没主见，而是因为两边都有道理,bidirectional,bidirectional,双向因果(A↔B),1.0,6e-07,9.83e-06,1.0,bidir,1.0
这个项目之所以推进缓慢，一方面因为流程复杂，另一方面因为部门协调不畅,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,3e-07,1.0,bidir,1.0
他之所以能成为领导者，既因为他有远见，也因为他有担当,bidirectional,right,反向因果(A←B),0.7563,0.02324,0.7563,0.2202,bidir,0.9765625
虽然他因为误会和朋友闹翻了，但他一直在找机会和解,bidirectional,bidirectional,双向因果(A↔B),1.0,7.3e-06,6.604e-05,1.0,bidir,1.0
他之所以卖掉房子，不是因为缺钱，而是因为决定移民,bidirectional,bidirectional,双向因果(A↔B),1.0,1.34e-05,8.464e-05,1.0,bidir,1.0
这个系统之所以响应快，一方面因为硬件配置高，另一方面因为软件优化好,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他之所以选择这个专业，一方面是父母的期望，另一方面是自己的兴趣,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
虽然系统很旧，但稳定性还算出色,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他不仅修复了漏洞，还顺手重构了相关代码,bidirectional,bidirectional,双向因果(A↔B),0.991,0.0047,0.00427,0.991,bidir,0.99560546875
A方案注重安全，B方案则侧重性能,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,4e-07,1.0,bidir,1.0
与其盲目猜测，不如立刻查看日志文件,bidirectional,bidirectional,双向因果(A↔B),0.9854,0.00992,0.004765,0.9854,bidir,0.990234375
他宁可牺牲周末，也不愿交付一个有缺陷的产品,bidirectional,bidirectional,双向因果(A↔B),1.0,4e-07,5.96e-06,1.0,bidir,1.0
要么现在升级，要么就接受安全风险,bidirectional,bidirectional,双向因果(A↔B),0.969,0.01255,0.01833,0.969,bidir,0.98779296875
他哥哥是医生，他自己却成了程序员,bidirectional,bidirectional,双向因果(A↔B),1.0,1.174e-05,0.0001373,1.0,bidir,1.0
这个功能看起来简单，实现起来却异常复杂,bidirectional,bidirectional,双向因果(A↔B),0.9795,0.00234,0.01819,0.9795,bidir,0.99755859375
尽管数据量巨大，查询依然能在三秒内返回,bidirectional,bidirectional,双向因果(A↔B),1.0,9e-07,1.3e-05,1.0,bidir,1.0
他既是团队的领导，也是团队的技术核心,bidirectional,bidirectional,双向因果(A↔B),0.9995,0.000133,0.0005465,0.9995,bidir,1.0
他一方面想早点下班，另一方面又想把工作做完,bidirectional,bidirectional,双向因果(A↔B),0.998,0.001041,0.0008416,0.998,bidir,0.9990234375
他之所以没去，不是因为不想去，而是因为临时有急事,bidirectional,bidirectional,双向因果(A↔B),0.9985,0.0004551,0.00114,0.9985,bidir,0.99951171875
这份报告数据详实，结论却有些草率,bidirectional,bidirectional,双向因果(A↔B),1.0,1.097e-05,0.00011504,1.0,bidir,1.0
理论上可行，实践中却遇到了重重阻碍,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,1.25e-06,1.0,bidir,1.0
他虽然不爱说话，但心里什么都明白,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
我们不仅要考虑成本，更要考虑长期的可维护性,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,6e-08,1.0,bidir,1.0
前端负责界面展示，后端则处理业务逻辑,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
与其被动等待，不如主动出击寻找机会,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他宁愿自己承担损失，也不想拖累合作伙伴,bidirectional,bidirectional,双向因果(A↔B),1.0,1e-07,5.84e-06,1.0,bidir,1.0
要么全盘接受，要么彻底放弃，没有中间选项,bidirectional,bidirectional,双向因果(A↔B),1.0,7.9e-06,4.756e-05,1.0,bidir,1.0
他表面上很平静，内心却波涛汹涌,bidirectional,bidirectional,双向因果(A↔B),0.9995,3.94e-05,0.0005627,0.9995,bidir,1.0
这个设计虽然新颖，但不符合用户习惯,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他不但会写后端，对前端也颇有研究,bidirectional,bidirectional,双向因果(A↔B),1.0,6.44e-06,0.0001104,1.0,bidir,1.0
有的人看到了风险，有的人却看到了机遇,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他之所以被批评，不是因为技术差，而是因为责任心不强,bidirectional,bidirectional,双向因果(A↔B),0.9995,0.0001459,0.0004907,0.9995,bidir,1.0
在公开场合他沉默寡言，私下里却很健谈,bidirectional,bidirectional,双向因果(A↔B),1.0,8e-06,9.066e-05,1.0,bidir,1.0
尽管会议开得很长，却没解决任何实际问题,bidirectional,bidirectional,双向因果(A↔B),1.0,5.4e-07,1.24e-05,1.0,bidir,1.0
这个模型在A数据集上表现很好，在B数据集上却很差,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
与其纠结于沉没成本，不如及时止损,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,7e-07,1.0,bidir,1.0
她宁愿花高价买正品，也不愿用廉价的仿冒货,bidirectional,bidirectional,双向因果(A↔B),1.0,1.043e-05,5.627e-05,1.0,bidir,1.0
要么我们现在行动，要么就错过最佳时机,bidirectional,bidirectional,双向因果(A↔B),1.0,1.085e-05,0.000181,1.0,bidir,1.0
他虽然经验丰富，但在新领域还是个学生,bidirectional,bidirectional,双向因果(A↔B),1.0,2.1e-06,1.5e-05,1.0,bidir,1.0
这个补丁不仅修复了性能问题，还带来了新的安全漏洞,bidirectional,bidirectional,双向因果(A↔B),1.0,4.95e-06,3.1e-05,1.0,bidir,1.0
小王负责开发，小李负责测试,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他一方面想保持独立，另一方面又渴望团队的温暖,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他之所以同意，一方面是碍于情面，另一方面也是想试试,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,6e-08,1.0,bidir,1.0
白天这里是繁华的街道，晚上则变得异常安静,bidirectional,bidirectional,双向因果(A↔B),0.999,0.0002837,0.0008726,0.999,bidir,1.0
虽然他的提议被否决了，但他并没有气馁,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他不仅没有道歉，反而还指责对方,bidirectional,bidirectional,双向因果(A↔B),1.0,1.15e-05,5.16e-05,1.0,bidir,1.0
在工作上他一丝不苟，在生活中却有些马虎,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,9e-07,1.0,bidir,1.0
与其追求功能的数量，不如打磨核心体验,bidirectional,bidirectional,双向因果(A↔B),1.0,6.6e-07,7.2e-06,1.0,bidir,1.0
他宁可绕远路，也不愿走那条拥挤的主干道,bidirectional,bidirectional,双向因果(A↔B),0.9976,0.000703,0.00153,0.9976,bidir,0.9990234375
要么你适应规则，要么你离开这个游戏,bidirectional,bidirectional,双向因果(A↔B),1.0,3.5e-06,4.786e-05,1.0,bidir,1.0
他说他没问题，但他紧皱的眉头出卖了他,bidirectional,bidirectional,双向因果(A↔B),0.9995,5.67e-05,0.000318,0.9995,bidir,1.0
尽管准备了很久，他上台时还是有些紧张,bidirectional,bidirectional,双向因果(A↔B),0.694,0.014656,0.2915,0.694,bidir,0.9853515625
这台电脑既轻薄便携，性能又非常强劲,bidirectional,bidirectional,双向因果(A↔B),0.98,0.009125,0.01078,0.98,bidir,0.99072265625
物理学家探索宏观宇宙，生物学家则研究微观生命,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他之所以被误解，不是因为他没解释，而是因为对方不愿听,bidirectional,bidirectional,双向因果(A↔B),0.924,0.03287,0.0432,0.924,bidir,0.966796875
老版本功能臃肿，新版本则非常精简,bidirectional,bidirectional,双向因果(A↔B),1.0,2e-07,4.35e-06,1.0,bidir,1.0
虽然外面很冷，他心里却暖洋洋的,bidirectional,bidirectional,双向因果(A↔B),1.0,1.68e-05,0.0001187,1.0,bidir,1.0
他不仅没有迟到，甚至还早到了半个小时,bidirectional,bidirectional,双向因果(A↔B),0.9907,0.00538,0.00376,0.9907,bidir,0.99462890625
A公司财大气粗，B公司则精打细算,bidirectional,bidirectional,双向因果(A↔B),1.0,1e-06,1.35e-05,1.0,bidir,1.0
与其在会议上争吵，不如拿出数据来证明,bidirectional,bidirectional,双向因果(A↔B),1.0,4.35e-06,2.915e-05,1.0,bidir,1.0
她宁愿辞掉高薪的工作，也要去追求自己的梦想,bidirectional,bidirectional,双向因果(A↔B),1.0,6.6e-07,1.043e-05,1.0,bidir,1.0
要么我们坚持原计划，要么就立刻启动备用方案,bidirectional,bidirectional,双向因果(A↔B),0.687,0.1847,0.128,0.687,bidir,0.81494140625
他看起来很疲惫，但眼神依旧明亮,bidirectional,bidirectional,双向因果(A↔B),0.9736,0.012405,0.01386,0.9736,bidir,0.9873046875
尽管他的方法不被看好，最终却取得了成功,bidirectional,bidirectional,双向因果(A↔B),0.991,0.0005355,0.00811,0.991,bidir,0.99951171875
这个系统不仅数据处理快，而且界面响应也十分流畅,bidirectional,bidirectional,双向因果(A↔B),0.9995,8.65e-05,0.000257,0.9995,bidir,1.0
他一方面要抓紧开发，另一方面还要应付各种会议,bidirectional,bidirectional,双向因果(A↔B),1.0,1e-06,9.54e-06,1.0,bidir,1.0
他之所以这么做，既有客观原因的限制，也有主观意愿的推动,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,6e-08,1.0,bidir,1.0
这个观点在当时很激进，现在看却很有预见性,bidirectional,bidirectional,双向因果(A↔B),1.0,9.95e-06,9.03e-05,1.0,bidir,1.0
虽然他的话很难听，但确实是一针见血,bidirectional,bidirectional,双向因果(A↔B),1.0,1.38e-05,8.24e-05,1.0,bidir,1.0
他不但没有放弃，反而激起了更强的斗志,bidirectional,bidirectional,双向因果(A↔B),1.0,6.6e-07,1.9e-05,1.0,bidir,1.0
有些人追求稳定，有些人则热爱冒险,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
与其抱怨资源不足，不如想想怎么提高效率,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他宁可多花三倍时间，也要保证代码质量,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
要么你领导团队，要么你被团队领导,bidirectional,bidirectional,双向因果(A↔B),1.0,5e-07,1.603e-05,1.0,bidir,1.0
那家餐厅味道不错，就是服务态度太差了,bidirectional,bidirectional,双向因果(A↔B),1.0,1.174e-05,0.0002034,1.0,bidir,1.0
尽管面临重重困难，他们依然没有放弃希望,bidirectional,bidirectional,双向因果(A↔B),0.8486,0.0408,0.11053,0.8486,bidir,0.958984375
他既是我们的老板，也是我们的朋友,bidirectional,bidirectional,双向因果(A↔B),0.9966,0.001032,0.002193,0.9966,bidir,0.99853515625
研发部门忙于创新，销售部门则忙于抢占市场,bidirectional,bidirectional,双向因果(A↔B),1.0,2.4e-07,5.9e-06,1.0,bidir,1.0
他之所以失败，不是因为不够努力，而是因为方向错了,bidirectional,bidirectional,双向因果(A↔B),0.9995,9.567e-05,0.000586,0.9995,bidir,1.0
这个App功能很全，但操作逻辑很混乱,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
虽然他赢了比赛，但他并不开心,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
他不仅是业务专家，还懂管理,bidirectional,bidirectional,双向因果(A↔B),0.701,0.00726,0.2917,0.701,bidir,0.9931640625
有的人在白天效率高，有的人则在夜晚文思泉涌,bidirectional,bidirectional,双向因果(A↔B),0.9995,8.9e-06,0.000242,0.9995,bidir,0.99951171875
与其什么都做，不如把一件事做到极致,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,1e-07,1.0,bidir,1.0
他宁愿自己吃亏，也不愿让朋友为难,bidirectional,bidirectional,双向因果(A↔B),1.0,1e-07,2.74e-06,1.0,bidir,1.0
要么你信任我，要么你另请高明,bidirectional,bidirectional,双向因果(A↔B),0.9844,0.004803,0.01099,0.9844,bidir,0.9951171875
他嘴上说不在乎，其实心里比谁都在意,bidirectional,right,反向因果(A←B),0.7915,0.01134,0.7915,0.197,bidir,0.98828125
尽管证据就在眼前，他还是拒绝承认,bidirectional,bidirectional,双向因果(A↔B),0.9985,0.0001731,0.001131,0.9985,bidir,0.99951171875
这次更新既修复了旧Bug，又引入了新Bug,bidirectional,bidirectional,双向因果(A↔B),0.968,0.00652,0.02582,0.968,bidir,0.99365234375
他一方面想升职加薪，另一方面又不想承担更多责任,bidirectional,bidirectional,双向因果(A↔B),1.0,3.6e-07,4.95e-06,1.0,bidir,1.0
他之所以受人尊敬，不仅因为他的才华，更因为他的人品,bidirectional,bidirectional,双向因果(A↔B),0.957,0.0178,0.02533,0.957,bidir,0.982421875
这个方案在PC端很完美，但在移动端体验很差,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,6e-08,1.0,bidir,1.0
虽然任务很艰巨，但他还是接了下来,bidirectional,bidirectional,双向因果(A↔B),1.0,1.1e-06,8.9e-06,1.0,bidir,1.0
他不仅没有改正错误，反而变本加厉,bidirectional,bidirectional,双向因果(A↔B),0.9985,0.000666,0.000958,0.9985,bidir,0.99951171875
A团队强调快速迭代，B团队则强调流程规范,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,0.0,1.0,bidir,1.0
与其追求短期利益，不如建立长期壁垒,bidirectional,bidirectional,双向因果(A↔B),1.0,5.4e-07,6.5e-06,1.0,bidir,1.0
他宁可被降薪，也不愿调到那个部门,bidirectional,bidirectional,双向因果(A↔B),0.9995,0.0001253,0.0003967,0.9995,bidir,1.0
要么我们现在解决，要么这个问题会一直困扰我们,bidirectional,bidirectional,双向因果(A↔B),0.998,0.0001342,0.001755,0.998,bidir,1.0
他看起来很随和，实际上原则性非常强,bidirectional,right,反向因果(A←B),0.991,0.007805,0.991,0.001181,bidir,0.9921875
尽管他一再解释，对方就是不相信,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,1.13e-06,1.0,bidir,1.0
这套方案既要保证安全，又要兼顾易用性,bidirectional,bidirectional,双向因果(A↔B),1.0,0.0,6e-08,1.0,bidir,1.0
他一方面要安抚客户，另一方面要催促进度,bidirectional,bidirectional,双向因果(A↔B),0.9995,0.0001615,0.0004125,0.9995,bidir,1.0
他之所以能赢，不是因为运气好，而是因为准备充分,bidirectional,bidirectional,双向因果(A↔B),1.0,4.12e-05,0.0001813,1.0,bidir,1.0
